tvl,daily_fees,daily_revenue,utility_yield_pct,symbol,total_tvl,weighted_apy,weighted_apy_base,weighted_apy_reward,total_yield_pct,date,market_cap,fdv,volume_24h,current_price,valuation,combined_tvl,fee_yield_pct,emission_value_annual,emission_yield_pct,net_yield_pct,revenue_productivity_pct,turnover_ratio,turnover_pct,tvl_to_fdv,volume_to_tvl,composite_score,percentile,signal,weight
0.0,0.0,0.0,0.0,DOT,12904692.0,12.281680883724308,2.505953055529725,9.775727828194585,12.281680883724308,20251103,4427584128.0,4427584128,205125246,2.9,4427584128,12904692.0,0.0,1261527.5669868002,0.02849245842690852,-0.02849245842690852,0.0,0.0463289324538838,4.63289324538838,0.002914612490001229,15.895400370655882,0.4504677182467292,60.86956521739131,neutral,0.0
42492458.20660767,0.0,0.0,0.0,DRIFT,0.0,0.0,0.0,0.0,0.0,20251103,150633310.0,393660253,8941602,0.39331,393660253,42492458.20660767,0.0,0.0,0.0,0.0,0.0,0.02271400765471743,2.271400765471743,0.10794195726589564,0.21042797657231235,0.22714007654717433,91.30434782608695,long,0.1
16210201200.265,17667.0,0.0,0.0397802280202085,EIGEN,0.0,0.0,0.0,0.0,0.0397802280202085,20251103,367040504.0,1489186733,71396651,0.845846,1489186733,16210201200.265,0.4330185635625052,0.0,0.0,0.4330185635625052,0.03978022802020855,0.047943383739505824,4.794338373950582,10.885271028173335,0.004404427194823025,0.7255500929584778,47.82608695652174,neutral,0.0
9270993936.168236,289.0,0.0,0.0011377960197825,ENA,0.0,0.0,0.0,0.0,0.0011377960197825,20251103,2583285099.0,5414746058,220472519,0.361173,5414746058,9270993936.168236,0.001948106132219285,0.0,0.0,0.001948106132219285,0.0011377960197825096,0.04071705609799808,4.071705609799809,1.7121752039453142,0.023780893453061926,0.408469578556658,65.21739130434783,neutral,0.0
0.0,2581.0,0.0,inf,ENS,0.0,0.0,0.0,0.0,inf,20251103,491984940.0,1483420055,31257151,14.83,1483420055,0.0,0.06350628716557294,0.0,0.0,0.06350628716557294,,0.02107100473304576,2.107100473304576,0.0,,0.24563850527152273,86.95652173913044,long,0.1
0.0,0.0,0.0,0.0,ETH,50504515381.0,3.222728158416282,2.669265770764123,0.5263935983825911,3.222728158416282,20251103,463354114532.0,463354114532,18655097601,3833.58,463354114532,50504515381.0,0.0,265852535.8597351,0.05737567176418693,-0.05737567176418693,0.0,0.040260994811370444,4.026099481137044,0.10899766247249343,0.36937484619480426,0.3767908958198203,71.73913043478261,neutral,0.0
1000427919.5037792,807320.0,0.0,29.454575812534276,ETHFI,0.0,0.0,0.0,0.0,29.454575812534276,20251103,544191881.0,963277055,68199050,0.962509,963277055,1000427919.5037792,30.590555279031328,0.0,0.0,30.590555279031328,29.454575812534273,0.07079899769853856,7.079899769853856,1.0385671643593537,0.06816987877930007,23.42371054295947,13.043478260869565,short,-0.1111111111111111
0.0,7137.0,0.0,inf,INJ,0.0,0.0,0.0,0.0,inf,20251103,740931111.0,758162473,62175540,7.57,758162473,0.0,0.3435945582603374,0.0,0.0,0.3435945582603374,,0.08200820037158447,8.200820037158447,0.0,,1.0090590107590303,45.65217391304348,neutral,0.0
1574341.9086271753,11322.0,0.0,262.492535919568,KNC,0.0,0.0,0.0,0.0,262.492535919568,20251103,48943784.0,69194872,5143436,0.287611,69194872,1574341.9086271753,5.9723067339441,0.0,0.0,5.9723067339441,262.49253591956796,0.07433261817436414,7.433261817436414,0.022752291652872417,3.267038736512497,56.52660206932649,6.521739130434782,short,-0.1111111111111111
33298839141.932552,2563514.0,0.0,2.809955644434805,LDO,2579588.0,0.15821,0.15821,0.0,2.968165644434805,20251103,769566297.0,859112635,38511641,0.858197,859112635,33301418729.932552,108.91268174632305,0.0,0.0,108.91268174632305,2.809737980198945,0.0448272315305897,4.48272315305897,38.762575910587735,0.001156456465483385,60.91219487182336,4.3478260869565215,short,-0.1111111111111111
0.0,12334.0,0.0,inf,LINK,401684441.0,1.243109194503155,1.1557597322441473,0.0873494622590074,inf,20251103,11894102662.0,17068383678,549656750,17.04,17068383678,401684441.0,0.026375725346522765,350869.19919159985,0.00205566740126569,0.024320057945257073,1.1207578737160995,0.03220321035485455,3.2203210354854552,0.02353383006721042,1.3683794887141272,0.5597652769017833,54.347826086956516,neutral,0.0
6573602807.223443,1167201.0,0.0,6.480896054928298,MKR,0.0,0.0,0.0,0.0,6.480896054928298,20251103,0.0,205117374,492749,1304.06,205117374,6573602807.223443,207.69979485014272,0.0,0.0,207.69979485014272,6.480896054928298,0.0024022782194939763,0.24022782194939762,32.048005876008546,7.495874248114592e-05,115.55508916075908,2.1739130434782608,short,-0.1111111111111111
8375779678.56502,712697.0,0.0,3.105793310988423,MORPHO,0.0,0.0,0.0,0.0,3.105793310988423,20251103,1061347049.0,2024247986,25192130,2.02,2024247986,8375779678.56502,12.850915836356425,0.0,0.0,12.850915836356425,3.105793310988423,0.012445179728092861,1.244517972809286,4.137724101243107,0.003007735514398827,7.813614169474647,32.608695652173914,neutral,0.0
0.0,0.0,0.0,0.0,NEAR,188794.0,0.280316977234446,0.280316977234446,0.0,0.280316977234446,20251103,2740800272.0,2740800296,181944959,2.14,2740800296,188794.0,0.0,0.0,0.0,0.0,0.0,0.06638388038177591,6.638388038177591,6.888280050010619e-05,963.7221468902613,0.6638388038177592,52.17391304347826,neutral,0.0
1466293811.131779,143688.0,0.0,3.576781106340396,ONDO,0.0,0.0,0.0,0.0,3.576781106340396,20251103,2145924179.0,6792817779,72886404,0.678911,6792817779,1466293811.131779,0.7720819504703513,0.0,0.0,0.7720819504703513,3.576781106340396,0.010729921863255092,1.0729921863255092,0.21585943548564296,0.049707912184217454,1.2473005126593235,43.47826086956522,neutral,0.0
0.0,0.0,0.0,0.0,OP,6788065.0,0.303240455851557,0.1910390380601835,0.1122014177913735,0.303240455851557,20251103,771834741.0,1747894034,93500636,0.406141,1747894034,6788065.0,0.0,7616.305170599998,0.0004357418140028961,-0.0004357418140028961,0.0,0.05349330919450922,5.349330919450922,0.003883567806719798,13.774269397832814,0.5347370081287909,56.52173913043478,neutral,0.0
0.0,0.0,0.0,0.0,OSMO,549753.0,0.0,0.0,0.0,0.0,20251103,82662803.0,109567818,4366716,0.110206,109567818,549753.0,0.0,0.0,0.0,0.0,0.0,0.03985400165585117,3.985400165585117,0.005017467811579491,7.9430507882630925,0.39854001655851173,67.3913043478261,neutral,0.0
6903487089.443731,14321.0,0.0,0.075717748614218,PENDLE,23415095.0,35.15371523827514,33.32403901339328,1.8296762248818552,35.22943298688936,20251103,503280388.0,840195668,25005114,2.99,840195668,6926902184.443731,0.6221366282978741,126739882.38958883,15.084567466442689,-14.462430838144815,0.07546179895161563,0.02976106037242744,2.9761060372427437,8.244391691440775,0.003609855218708859,-6.133177250820782,100.0,long,0.1
0.0,70.0,0.0,inf,PYTH,30118.0,0.01,0.01,0.0,inf,20251103,607577129.0,1056658997,20601529,0.105423,1056658997,30118.0,0.002417998623258777,0.0,0.0,0.002417998623258777,84.83299023839564,0.019496856657152943,1.9496856657152943,2.8503046002077434e-05,684.0271266352347,17.162896513493447,17.391304347826086,short,-0.1111111111111111
2445312978.946492,23251.0,0.0,0.3470563920883561,RPL,0.0,0.0,0.0,0.0,0.3470563920883561,20251103,69617651.0,69617651,3692649,3.18,69617651,2445312978.946492,12.190320813898188,0.0,0.0,12.190320813898188,0.34705639208835615,0.05304184997566206,5.304184997566206,35.124899272262034,0.0015100925860177187,7.304506225818294,34.78260869565217,neutral,0.0
0.0,0.0,0.0,0.0,SAFE,0.0,0.0,0.0,0.0,0.0,20251103,153516631.0,232413619,7348262,0.232206,232413619,0.0,0.0,0.0,0.0,0.0,,0.03161717472331086,3.161717472331086,0.0,,0.31617174723310865,76.08695652173914,neutral,0.0
132493390.06765388,22.0,0.0,0.0060606797032664,SNX,0.0,0.0,0.0,0.0,0.0060606797032664,20251103,345783643.0,346210134,110601945,1.006,346210134,132493390.06765388,0.0023194006215889683,0.0,0.0,0.0023194006215889683,0.006060679703266491,0.31946478204476825,31.946478204476826,0.3826964524026725,0.8347733041136947,3.1971356267302102,39.130434782608695,neutral,0.0
0.0,0.0,0.0,0.0,SOL,7098339907.0,5.049101684739348,5.039624280239281,0.0094774046777455,5.049101684739348,20251103,102548082998.0,113801771677,3519773292,185.6,113801771677,7098339907.0,0.0,672738.3983882936,0.00059114931909646,-0.00059114931909646,0.0,0.03092898502485587,3.092898502485587,0.06237459929136249,0.4958586568289001,0.3090238330549653,78.26086956521739,neutral,0.0
0.0,0.0,0.0,0.0,SUI,49305407.0,5.055125620450714,3.621592883691235,0.0,5.055125620450714,20251103,8467274913.0,23000614746,612613660,2.3,23000614746,49305407.0,0.0,0.0,0.0,0.0,0.0,0.026634664628106892,2.663466462810689,0.0021436560520007243,12.424877863801022,0.2663466462810689,84.78260869565217,long,0.1
316811852.1314932,241454.0,0.0,27.817996519720232,SUSHI,0.0,0.0,0.0,0.0,27.817996519720232,20251103,95761770.0,142126386,16940449,0.496079,142126386,316811852.1314932,62.008689927569115,0.0,0.0,62.008689927569115,27.817996519720232,0.11919284994694793,11.919284994694793,2.229085401014089,0.0534716390375725,40.86030726357654,8.695652173913043,short,-0.1111111111111111
5432476272.985456,7551412.0,0.0,50.73681395915743,UNI,27502931.0,0.1470533718158984,0.1470533718158984,0.0,50.88386733097333,20251103,3445736525.0,5738274193,165281702,5.73,5738274193,5459979203.985456,48.03300238532188,0.0,0.0,48.03300238532188,50.48124318840065,0.028803381720870654,2.8803381720870656,0.9515019708618961,0.030271489290536913,36.802433766815874,10.869565217391305,short,-0.1111111111111111
0.0,0.0,0.0,0.0,USDT,6496221985.0,4.007592745026114,3.290824896933214,0.6483506920790301,4.007592745026114,20251103,183468497854.0,183468497854,68159847007,1.0,183468497854,6496221985.0,0.0,42118300.19873761,0.022956693215123163,-0.022956693215123163,0.0,0.37150708598072263,37.150708598072264,0.03540783328465219,10.492228739163075,3.704740347860421,36.95652173913043,neutral,0.0
0.0,0.0,0.0,0.0,XTZ,3174956.0,5.0162513868444165,0.3913939256795999,4.624857461164816,5.0162513868444165,20251103,602193187.0,613547878,14933836,0.565956,613547878,3174956.0,0.0,146837.18945469998,0.023932474501150502,-0.023932474501150502,0.0,0.02434013144773683,2.434013144773683,0.005174748562980116,4.703635577941868,0.2326317009518506,89.13043478260869,long,0.1
702478190.2723539,69590.0,0.0,3.6158204413651855,YFI,0.0,0.0,0.0,0.0,3.6158204413651855,20251103,157914814.0,170548319,9744828,4651.6,170548319,702478190.2723539,14.893345269501015,0.0,0.0,14.893345269501015,3.6158204413651864,0.05713822368428035,5.713822368428035,4.118939397299799,0.013872071951759652,9.485886223341398,23.91304347826087,neutral,0.0
