tvl,daily_fees,daily_revenue,utility_yield_pct,symbol,total_tvl,weighted_apy,weighted_apy_base,weighted_apy_reward,total_yield_pct,date,factor_score,factor_rank,factor_percentile,total_tvl_all,signal,weight
42492458.20660767,0.0,0.0,0.0,DRIFT,0.0,0.0,0.0,0.0,0.0,20251103,0.0,35.0,77.5,42492458.20660767,neutral,0.0
16210201200.265,17667.0,0.0,0.0397802280202085,EIGEN,0.0,0.0,0.0,0.0,0.0397802280202085,20251103,0.0,35.0,77.5,16210201200.265,neutral,0.0
9270993936.168236,289.0,0.0,0.0011377960197825,ENA,0.0,0.0,0.0,0.0,0.0011377960197825,20251103,0.0,35.0,77.5,9270993936.168236,neutral,0.0
0.0,0.0,0.0,0.0,ETH,50504515381.0,3.222728158416282,2.669265770764123,0.5263935983825911,3.222728158416282,20251103,3.222728158416282,8.0,20.0,50504515381.0,short,-0.125
1000427919.5037792,807320.0,0.0,29.454575812534276,ETHFI,0.0,0.0,0.0,0.0,29.454575812534276,20251103,0.0,35.0,77.5,1000427919.5037792,neutral,0.0
1574341.9086271753,11322.0,0.0,262.492535919568,KNC,0.0,0.0,0.0,0.0,262.492535919568,20251103,0.0,35.0,77.5,1574341.9086271753,neutral,0.0
33298839141.932552,2563514.0,0.0,2.809955644434805,LDO,2579588.0,0.15821,0.15821,0.0,2.968165644434805,20251103,0.15821,21.0,50.0,33301418729.932552,neutral,0.0
0.0,12334.0,0.0,,LINK,401684441.0,1.243109194503155,1.1557597322441473,0.0873494622590074,,20251103,1.243109194503155,12.0,30.0,401684441.0,neutral,0.0
6573602807.223443,1167201.0,0.0,6.480896054928298,MKR,0.0,0.0,0.0,0.0,6.480896054928298,20251103,0.0,35.0,77.5,6573602807.223443,neutral,0.0
8375779678.56502,712697.0,0.0,3.105793310988423,MORPHO,0.0,0.0,0.0,0.0,3.105793310988423,20251103,0.0,35.0,77.5,8375779678.56502,neutral,0.0
1466293811.131779,143688.0,0.0,3.576781106340396,ONDO,0.0,0.0,0.0,0.0,3.576781106340396,20251103,0.0,35.0,77.5,1466293811.131779,neutral,0.0
0.0,0.0,0.0,0.0,OP,6788065.0,0.303240455851557,0.1910390380601835,0.1122014177913735,0.303240455851557,20251103,0.303240455851557,17.0,42.5,6788065.0,neutral,0.0
6903487089.443731,14321.0,0.0,0.075717748614218,PENDLE,23415095.0,35.15371523827514,33.32403901339328,1.8296762248818552,35.22943298688936,20251103,35.15371523827514,1.0,2.5,6926902184.443731,short,-0.125
2445312978.946492,23251.0,0.0,0.3470563920883561,RPL,0.0,0.0,0.0,0.0,0.3470563920883561,20251103,0.0,35.0,77.5,2445312978.946492,neutral,0.0
132493390.06765388,22.0,0.0,0.0060606797032664,SNX,0.0,0.0,0.0,0.0,0.0060606797032664,20251103,0.0,35.0,77.5,132493390.06765388,neutral,0.0
0.0,0.0,0.0,0.0,SOL,7098339907.0,5.049101684739348,5.039624280239281,0.0094774046777455,5.049101684739348,20251103,5.049101684739348,5.0,12.5,7098339907.0,short,-0.125
0.0,0.0,0.0,0.0,SUI,49305407.0,5.055125620450714,3.621592883691235,0.0,5.055125620450714,20251103,5.055125620450714,4.0,10.0,49305407.0,short,-0.125
316811852.1314932,241454.0,0.0,27.817996519720232,SUSHI,0.0,0.0,0.0,0.0,27.817996519720232,20251103,0.0,35.0,77.5,316811852.1314932,neutral,0.0
5432476272.985456,7551412.0,0.0,50.73681395915743,UNI,27502931.0,0.1470533718158984,0.1470533718158984,0.0,50.88386733097333,20251103,0.1470533718158984,22.0,52.5,5459979203.985456,neutral,0.0
0.0,0.0,0.0,0.0,USDT,6496221985.0,4.007592745026114,3.290824896933214,0.6483506920790301,4.007592745026114,20251103,4.007592745026114,7.0,17.5,6496221985.0,short,-0.125
0.0,0.0,0.0,0.0,XTZ,3174956.0,5.0162513868444165,0.3913939256795999,4.624857461164816,5.0162513868444165,20251103,5.0162513868444165,6.0,15.0,3174956.0,short,-0.125
702478190.2723539,69590.0,0.0,3.6158204413651855,YFI,0.0,0.0,0.0,0.0,3.6158204413651855,20251103,0.0,35.0,77.5,702478190.2723539,neutral,0.0
