date,Symbol,Name,Rank,Price,Market Cap,Circulating Supply,max_supply,circulating_pct,potential_dilution_pct,locked_tokens
2021-01-01,RDD,ReddCoin,192,0.00119324,34375826.01001315,28808713173.78866,,,,
2021-01-01,AION,Aion,193,0.0686023,33443406.57960261,487496874.0,,,,
2021-01-01,NIM,Nimiq,194,0.00458447,32523554.87960836,7094284653.05374,,,,
2021-01-01,SERO,Super Zero Protocol,195,0.10410988,31479131.25029087,302364505.0,,,,
2021-01-01,MVL,MVL,196,0.0029512,31376873.60838207,10631888856.738487,,,,
2021-01-01,WICC,WaykiChain,197,0.16217484,30651045.45383412,189000000.0,,,,
2021-01-01,TT,Thunder Token,198,0.00520038,30619337.64066761,5887903652.667712,,,,
2021-01-01,BCN,Bytecoin,199,0.00016399,30185460.0201377,184066828814.05887,,,,
2021-01-01,LOOM,Loom Network,200,0.03082004,29911485.15965306,970520753.724242,,,,
2021-02-01,BTC,Bitcoin,1,33537.1768196,624349044409.1147,18616625.0,21000000.0,88.65059523809524,12.802401079680125,2383375.0
2021-02-01,ETH,Ethereum,2,1369.04046855,156750867717.36276,114496883.999,,,,
2021-02-01,USDT,Tether,3,1.00064511,26618802807.603565,26601641890.10555,,,,
2021-02-01,XRP,XRP,4,0.37150866,16867989811.85102,45404028640.0,100000000000.0,45.40402864,120.244773416212,54595971360.0
2021-02-01,DOT,Polkadot,5,16.37577622,14839696019.14636,906198021.772768,,,,
2021-02-01,ADA,Cardano,6,0.40203323,12508252625.666325,31112484646.0,45000000000.0,69.13885476888889,44.63647153871865,13887515354.0
2021-02-01,LINK,Chainlink,7,22.83964054,9227433045.354391,404009556.4344444,1000000000.0,40.40095564344444,147.5188975294109,595990443.5655556
2021-02-01,LTC,Litecoin,8,131.95193202,8761704258.909845,66400727.33011581,84000000.0,79.04848491680454,26.504638394076903,17599272.66988419
2021-02-01,BNB,Binance Coin,9,51.60769628,7975081034.007848,154532785.0,137737824.1,112.19342690342384,-10.868218611345162,-16794960.900000006
2021-02-01,BCH,Bitcoin Cash,10,414.02045716,7718642898.181707,18643143.75,21000000.0,88.776875,12.641946452834704,2356856.25
2021-02-01,XLM,Stellar,11,0.32183469,7167741271.189015,22271500057.42864,50001806812.0,44.54139055647819,124.51027853115777,27730306754.57136
2021-02-01,UNI,Uniswap,12,20.4156725,5907917256.901399,289381466.9722321,,,,
2021-02-01,USDC,USD Coin,13,0.99994604,5830863846.957973,5831178503.964352,,,,
2021-02-01,DOGE,Dogecoin,14,0.03487468,4470660188.630976,128192153966.99573,,,,
2021-02-01,WBTC,Wrapped Bitcoin,15,33702.03377319,3942142013.2857847,116970.44872176,,,,
2021-02-01,AAVE,Aave,16,295.66131353,3643317247.535026,12322603.87426002,,,,
2021-02-01,BSV,Bitcoin SV,17,178.71798839,3331497953.1930165,18641089.14423905,,,,
2021-02-01,EOS,EOS,18,3.05967108,2907243091.732327,950181577.9317,,,,
2021-02-01,XMR,Monero,19,143.73500426,2562614382.796804,17828742.52492009,,,,
2021-02-01,XEM,NEM,20,0.26405822,2376524006.958332,8999999999.0,,,,
2021-02-01,TRX,TRON,21,0.03292715,2359548093.563805,71659657369.49,,,,
2021-02-01,XTZ,Tezos,22,2.91013587,2207605351.2171364,758591850.35487,,,,
2021-02-01,THETA,THETA,23,2.03598169,2035981688.10008,1000000000.0,1000000000.0,100.0,0.0,0.0
2021-02-01,SNX,Synthetix,24,17.54492059,2014885576.9902115,114841533.01197928,339889850.089,33.787867740654235,195.96422232847206,225048317.0770207
2021-02-01,ATOM,Cosmos,25,9.21141436,1931864811.4726129,209725101.573351,,,,
2021-02-01,VET,VeChain,26,0.02935417,1887930439.2891665,64315576989.0,86712634466.0,74.17094104575743,34.823690504759995,22397057477.0
2021-02-01,SUSHI,SushiSwap,27,12.96656405,1649923220.17335,127244443.0,,,,
2021-02-01,DAI,Dai,28,1.0007981,1664001917.749856,1662674943.928943,,,,
2021-02-01,COMP,Compound,29,364.86865377,1672508212.0266838,4583863.79516676,,,,
2021-02-01,NEO,Neo,30,23.12543092,1631240863.1807475,70538831.0,,,,
2021-02-01,MKR,Maker,31,1474.69008898,1468336484.025616,995691.56597758,,,,
2021-02-01,BUSD,Binance USD,32,1.0001,1417009380.329356,1416867693.56,,,,
2021-02-01,CRO,Crypto.com Coin,33,0.06116023,1405568304.691786,22981735158.48402,100000000000.0,22.98173515848402,335.128154207641,77018264841.51598
2021-02-01,HT,Huobi Token,34,6.80838864,1328277082.2966723,195094192.2544121,,,,
2021-02-01,LEO,UNUS SED LEO,35,1.30489795,1304244051.468958,999498892.9,,,,
2021-02-01,SOL,Solana,36,4.61160184,1207779152.9096549,261900137.0285805,,,,
2021-02-01,MIOTA,IOTA,37,0.41369056,1149865433.5204663,2779530283.0,,,,
2021-02-01,CEL,Celsius,38,4.75544869,1135903212.8451767,238863519.826,,,,
2021-02-01,FTT,FTX Token,39,11.87127382,1120018566.633872,94346957.5237492,352170015.0,26.790173355261153,273.271194157322,257823057.4762508
2021-02-01,EGLD,Elrond,40,66.18324463,1115563708.9796703,16855681.75381727,,,,
2021-02-01,FIL,Filecoin,41,22.60954247,1075903996.207686,47586279.0,,,,
2021-02-01,DASH,Dash,42,103.65044547,1031712913.5688868,9953772.11247064,18900000.0,52.66546091254307,89.8777647955294,8946227.88752936
2021-02-01,AVAX,Avalanche,43,13.22777041,1017705702.8525746,76937055.27646953,715748719.0,10.749171215278071,830.3042811139471,638811663.7235305
2021-02-01,REV,Revain,44,0.01166209,991994714.5566368,85061485689.83401,,,,
2021-02-01,ZEC,Zcash,45,87.98420927,971335222.2187142,11039881.25,21000000.0,52.570863095238096,90.21943736940105,9960118.75
2021-02-01,GRT,The Graph,46,0.78332137,975757474.8111428,1245666867.0,,,,
2021-02-01,YFI,yearn.finance,47,30955.08664622,927686535.546741,29968.7914348,,,,
2021-02-01,ETC,Ethereum Classic,48,7.51375433,873949553.6161782,116313299.0,210700000.0,55.20327432368296,81.14867501092888,94386701.0
2021-02-01,LUNA,Terra,49,1.79235519,867662035.8504055,484090452.640233,,,,
2021-02-01,KSM,Kusama,50,100.8226591,853977808.9428968,8470098.05726206,,,,
2021-02-01,DCR,Decred,51,66.87501453,839552700.2590531,12554056.34234375,21000000.0,59.78122067782737,67.2766110597163,8445943.65765625
2021-02-01,ZIL,Zilliqa,52,0.07452708,812581578.0728331,10903172737.75744,,,,
2021-02-01,ALGO,Algorand,53,0.6434478,801318349.4724214,1245350976.080333,10000000000.0,12.45350976080333,702.986482692164,8754649023.919666
2021-02-01,WAVES,Waves,54,6.99703787,729235513.2678401,104220604.0,,,,
2021-02-01,RUNE,THORChain,55,4.17314762,661160491.816143,158432088.34333336,,,,
2021-02-01,LRC,Loopring,56,0.53035449,644610861.4365512,1215433965.01168,,,,
2021-02-01,HBAR,Hedera Hashgraph,57,0.08796134,624038651.1065075,7094464894.0,50000000000.0,14.188929788,604.7747891780604,42905535106.0
2021-02-01,UMA,UMA,58,11.21109689,624888144.2343211,55738359.07657749,,,,
2021-02-01,VGX,Voyager Token,59,2.76532835,614719241.777328,222295208.0,,,,
2021-02-01,NEAR,NEAR Protocol,60,2.25426442,613244949.7615215,272037718.0,,,,
2021-02-01,OMG,OMG Network,61,4.13859865,580419416.1398315,140245398.24513277,,,,
2021-02-01,REN,Ren,62,0.62400728,552194834.8316215,884917297.4469293,,,,
2021-02-01,CHSB,SwissBorg,63,0.58643425,548525898.9404664,935357876.814276,,,,
2021-02-01,RENBTC,renBTC,64,33725.82189215,539719633.2664402,16003.15731348,,,,
2021-02-01,1INCH,1inch,65,5.01638883,535641416.5532985,106778288.9599627,,,,
2021-02-01,CELO,Celo,66,2.86267835,528014486.63168937,184447717.0,,,,
2021-02-01,CRV,Curve DAO Token,67,2.52869376,522026106.979927,206441015.17684644,3030303030.299,6.812553500844993,1367.8783805161534,2823862015.1221533
2021-02-01,HEDG,HedgeTrade,68,1.50380362,524423646.2627273,348731468.3751733,,,,
2021-02-01,ZRX,0x,69,0.68296247,512384099.01158446,750237562.8068002,,,,
2021-02-01,NEXO,Nexo,70,0.91366929,511654810.20394456,560000011.0,1000000000.0,56.0000011,78.57142506377558,439999989.0
2021-02-01,ONT,Ontology,71,0.58856228,474173380.935128,805646909.0,,,,
2021-02-01,NANO,Nano,72,3.53768756,471390843.4058178,133248297.197,,,,
2021-02-01,BAT,Basic Attention Token,73,0.31508906,467371153.95765805,1483298565.2024162,,,,
2021-02-01,HUSD,HUSD,74,0.99960714,461068281.4182975,461249489.02961606,,,,
2021-02-01,ICX,ICON,75,0.76376402,447825467.39456296,586340091.6779691,,,,
2021-02-01,QNT,Quant,76,34.44510782,415846762.089272,12072738.0,14881364.0,81.1265553345782,23.264200714038523,2808626.0
2021-02-01,DGB,DigiByte,77,0.02890658,404588455.7002055,13996416083.442806,,,,
2021-02-01,TUSD,TrueUSD,78,0.99997235,402325232.7787885,402336355.54,,,,
2021-02-01,ZEN,Horizen,79,36.19342206,387894404.9418205,10717262.5,21000000.0,51.03458333333334,95.94555979197114,10282737.5
2021-02-01,BTT,BitTorrent,80,0.00038201,378174215.9742128,989956005137.2892,,,,
2021-02-01,ALPHA,Alpha Finance Lab,81,2.08455953,362997778.9566618,174136442.0,,,,
